date,summary,countries,comment
2012-01,Hackers working on behalf of the Qatar government sent a series of phishing emails to former advisor to FIFA President Sepp Blatter in an apparent espionage operation. Unidentified hackers also targeted the president of the United States Soccer Federation Sunil Gulati in an espionage operation.,?,
2011-12,"U.S. Chamber of Commerce computer networks were completely penetrated for more than a year by hackers who, according to press reports, had ties to the People's Liberation Army. The Hackers had access to everything in Commerce's computers, including member company communications and industry positions on U.S. trade policy.",US,
2011-11,"Norway's National Security Agency (NSM) reports that at least 10 major Norwegian defense and energy companies were hacked. The attacks were specifically 'tailored' for each company, using an email phishing scheme. NSM said that the attacks came when the companies, mainly in the oil and gas sectors, have been involved in large-scale contract negotiations. The hacking occurred over the course of 2011, with hackers gaining access to confidential documents, industrial data, usernames and passwords.",NO,
2011-11,"According to a major U.S. news source, Chinese hackers interfered with two satellites belonging to NASA and USGS.",US,
2011-11,"Apple computers belonging to European Commission officials, including EC Vice President for the 'Digital Agenda,' were hacked at an Internet Governance Forum (IGF) meeting in Azerbaijan.",?,
2011-10,"Networks of 48 companies in the chemical, defense, and other industries were penetrated for at least six months by a hacker looking for intellectual property. Some of the attacks are attributed to computers in Hebei, China.",?,
2011-09,"A computer virus from an unknown source introduced 'keylogger' malware onto ground control stations for US Air Force UAVs and, according to press reports, infected both classified and unclassified networks at Creech Air Force Base in Nevada. The US did not lose control of any drone nor does it appear that any data was exfiltrated, but the malware was persistent and took several attempts to remove.",US,
2011-09,"Australia's Defense Signals Directorate says that defense networks are attacked more than 30 times a day, with the number of attacks increasing by more than 350 percent by 2009.",AU,
2011-09,"Unknown attackers hacked a Dutch certificate authority, allowing them to issue more than 500 fraudulent certificates for major companies and government agencies. The certificates are used to verify that a website is genuine. By issuing a false certificate, an attacker can pretend to be a secure website, intercept e-mail, or install malicious software. This was the second hack of a certificate authority in 2011.",NL,
2011-08,Email and documents from 480 members of the Japanese Diet and lawmakers and their staff were compromised for a month after a phishing attack implanted a Trojan on members' computers and Diet servers. The hijacked machines communicated with a server in China and the attackers included Chinese characters in their code.,JP,
2011-08,"According to sources in the Japanese government, Mitsubishi Heavy Industries and twenty other Japanese defense and high tech firms were the target of an effort to extract classified defense information. Japanese officials believed the exploits all originated from the same source. The intruder used email with a malicious attachment whose contents were the same as a legitimate message sent 10 hours earlier.",JP,
2011-08,"Chinese hackers engaged in a series of cyber-attacks against 72 entities, including multiple U.S. government networks",?,
2011-07,"South Korea said hackers from China had penetrated an internet portal and accessed phone numbers, e-mail addresses, names and other data for 35 million Koreans.",KR,
2011-07,"The German Bundespolizei (Federal Police) and the Bundeszollverwaltung (Federal Customs Service) discovered that servers used to locate serious criminals and terrorism suspects by gathering information from GPS systems in cars and mobile phones were penetrated (using a phishing attack) as early as 2010. Following the cyberattack, the relevant servers had to be temporarily shut down to prevent further data losses.",DE,
2011-07,"In a speech unveiling the Department of Defense's cyber strategy, the Deputy Secretary of Defense mentioned that a defense contractor was hacked and 24,000 files from the DOD were stolen.",US,
2011-06,"Citibank reported that credit card data for 360,000 of its customers were exfiltrated using a relatively simple manipulation of URLs.",?,
2011-06,"The IMF's networks were reportedly compromised by a foreign government using fraudulent emails with malware attachments, and a 'large quantity of data, including documents and e-mails,' are exfiltrated.",?,
2011-05,Cybercriminals masquerading as members of the hacktivist group 'Anonymous' penetrated the PlayStation network. Sony estimated that personal information for more than 80 million users was compromised and that the cost of the breach was over $170 million.,?,
2011-04,Employees at Oak Ridge National Laboratory received bogus emails with malware attachments. Two machines were infected and 'a few megabytes' of data were extracted before the Lab was able to cut its internet connection.  Oak Ridge was the target of an intrusion in 2007.,US,
